Headline,Timestamp,URL,isSarcastic
"Jurong GRC to be split into four constituencies, including new GRCs and SMC","Mar 11, 2025, 3:01 PM",https://www.straitstimes.com/singapore/politics/jurong-grc-to-be-split-into-four-different-constituencies-including-new-grcs-and-smc,0
"New Punggol and Pasir Ris-Changi GRCs in north-east, following rapid population growth","Mar 11, 2025, 3:00 PM",https://www.straitstimes.com/singapore/politics/new-punggol-and-pasir-ris-changi-grcs-in-north-east-following-rapid-population-growth,0
10 key takeaways from GE2025 boundaries report,"Mar 11, 2025, 3:00 PM",https://www.straitstimes.com/singapore/politics/10-key-takeaways-from-ge2025-boundaries-report,0
"West Coast GRC renamed West Coast-Jurong West GRC, will absorb parts of Jurong","Mar 11, 2025, 3:00 PM",https://www.straitstimes.com/singapore/politics/west-coast-grc-renamed-west-coast-jurong-west-grc-to-absorb-parts-of-jurong,0
GE2025 electoral boundaries announced: 15 SMCs and 18 GRCs,"Mar 11, 2025, 3:00 PM",https://www.straitstimes.com/singapore/politics/ge2025-electoral-boundaries-announced-15-smcs-and-18-grcs,0
ST Picks: Will caning help fight the scourge of scams?,"Mar 11, 2025, 5:00 AM",https://www.straitstimes.com/singapore/politics/st-picks-will-caning-help-fight-the-scourge-of-scams,0
12 Budgets over the past 5 years: From tackling the Covid-19 pandemic to charting the future,"Mar 10, 2025, 10:29 PM",https://www.straitstimes.com/singapore/politics/12-budgets-over-the-past-5-years-from-tackling-the-covid-19-pandemic-to-charting-the-future,0
Singapore small but ‘far from powerless’ in unpredictable world: Seah Kian Peng,"Mar 10, 2025, 10:15 PM",https://www.straitstimes.com/singapore/politics/singapore-is-small-but-far-from-powerless-in-unpredictable-world-seah-kian-peng-on-budget-debate,0
Record $143b Budget passed; S’pore’s prudent fiscal policy lets it plan ahead: Indranee,"Mar 10, 2025, 9:27 PM",https://www.straitstimes.com/singapore/politics/record-143b-budget-passed-spores-good-outcomes-over-time-due-to-prudent-fiscal-policy-indranee,0
New NHB scheme to provide more support for heritage businesses with at least 30 years of history,"Mar 10, 2025, 5:51 PM",https://www.straitstimes.com/singapore/politics/new-nhb-scheme-to-provide-more-support-for-heritage-businesses-with-at-least-30-years-of-history,0
"SG Culture Pass can be used for SingLit books, cannot be donated to arts charities","Mar 10, 2025, 5:22 PM",https://www.straitstimes.com/singapore/politics/sg-culture-pass-can-be-used-for-singlit-books-cannot-be-donated-to-arts-charities,0
Old SJI building could house new Singapore Design Museum,"Mar 10, 2025, 4:29 PM",https://www.straitstimes.com/singapore/politics/old-sji-building-could-host-a-new-singapore-design-museum,0
"S’pore Sports School, sports institutes to merge and form national training centre","Mar 10, 2025, 4:25 PM",https://www.straitstimes.com/singapore/politics/spore-sports-school-spore-and-national-youth-sport-institutes-to-merge-and-form-national-training,0
"Hawkers must operate stalls personally to prevent subletting, in move to safeguard hawker culture","Mar 10, 2025, 3:00 PM",https://www.straitstimes.com/singapore/politics/hawkers-must-operate-stalls-personally-to-prevent-subletting-in-move-to-safeguard-hawker-culture,0
New advisory panel for Islamic college among 5 key updates in Malay/Muslim affairs,"Mar 10, 2025, 2:56 PM",https://www.straitstimes.com/singapore/politics/advisory-panel-guiding-new-islamic-college-to-be-convened-5-key-updates-in-malay-muslim-affairs,0
8 key takeaways from MSF’s budget,"Mar 10, 2025, 12:56 PM",https://www.straitstimes.com/singapore/politics/eight-key-takeaways-from-msf-budget-from-lower-pre-school-fees-to-review-of-family-services,0
More options for people with disabilities to live independently at home from 2025,"Mar 10, 2025, 12:23 PM",https://www.straitstimes.com/singapore/politics/more-options-for-people-with-disabilities-to-live-independently-in-rental-flats-from-2025,0
"Low-income families to get more support for health, housing under ComLink+","Mar 10, 2025, 12:16 PM",https://www.straitstimes.com/singapore/politics/low-income-families-to-get-more-support-for-health-and-housing-under-comlink,0
"Singapore forges own path to women’s development, says PAP Women’s Wing chair Sim Ann","Mar 9, 2025, 2:00 PM",https://www.straitstimes.com/singapore/politics/singapore-forges-own-path-to-womens-development-says-pap-womens-wing-chair-sim-ann,0
Would caning scammers and money mules reduce the number of scam cases?,"Mar 9, 2025, 5:00 AM",https://www.straitstimes.com/singapore/politics/would-caning-scammers-and-money-mules-reduce-the-number-of-scam-cases,0
Public service media outlets remain many S’poreans’ first port of call for trusted news: Minister,"Mar 7, 2025, 7:29 PM",https://www.straitstimes.com/singapore/politics/public-service-media-outlets-remain-many-sporeans-first-port-of-call-for-trusted-news-minister,0
"Expanding shared stay-in eldercare services, help with fertility treatments among MOH measures","Mar 7, 2025, 6:20 PM",https://www.straitstimes.com/singapore/politics/shared-stay-in-senior-care-services-to-be-made-more-widely-available,0
Singapore to register psychologists to safeguard patient safety,"Mar 7, 2025, 5:54 PM",https://www.straitstimes.com/singapore/politics/singapore-to-register-psychologists-to-safeguard-patient-safety-boost-public-confidence,0
Increased subsidies will benefit more Singaporeans amid rising medical costs: Ong Ye Kung,"Mar 7, 2025, 5:17 PM",https://www.straitstimes.com/singapore/politics/more-subsidies-for-singaporeans-amid-rising-medical-costs-ong-ye-kung,0
"Higher dental subsidies, more people to be covered under Chas for better oral health","Mar 7, 2025, 5:09 PM",https://www.straitstimes.com/singapore/politics/higher-dental-subsidies-more-people-to-be-covered-under-chas-for-better-oral-health,0
"Gen AI training for workers, public to improve productivity, literacy","Mar 7, 2025, 4:42 PM",https://www.straitstimes.com/singapore/politics/gen-ai-training-for-workers-general-public-to-improve-productivity-literacy,0
Pegging BTO flat prices to construction costs will take Singapore backwards: Desmond Lee,"Mar 7, 2025, 3:40 PM",https://www.straitstimes.com/singapore/politics/pegging-flat-prices-to-construction-costs-will-take-singapore-backwards-desmond-lee,0
63% of resident PMET growth from 2014 to 2024 from local-born S'poreans: Tan See Leng,"Mar 7, 2025, 3:39 PM",https://www.straitstimes.com/singapore/politics/63-of-resident-pmet-growth-from-2014-to-2024-from-local-born-singaporeans-tan-see-leng,0
New online harms support centre to begin operation in 2026,"Mar 7, 2025, 1:49 PM",https://www.straitstimes.com/singapore/politics/new-online-harms-support-centre-to-begin-operation-in-2026,0
MOE must look beyond short-term trends to equip grads with skills for next decade: Chan Chun Sing,"Mar 7, 2025, 1:45 PM",https://www.straitstimes.com/singapore/politics/education-system-must-look-ahead-to-equip-graduates-with-skills-for-the-next-decade-chan-chun-sing,0
More S’pore firms offering flexible work arrangements in 2024 than before,"Mar 7, 2025, 12:06 PM",https://www.straitstimes.com/singapore/politics/more-spore-companies-offering-flexible-work-arrangements-in-2024-compared-to-before,0
Pay of lower-wage workers rises faster than median amid progressive wage moves,"Mar 7, 2025, 11:41 AM",https://www.straitstimes.com/singapore/politics/salaries-of-lower-wage-workers-rise-faster-than-median-worker-amid-progressive-wage-moves,0
MOE may put out facts should misleading accounts of bullying be publicised online,"Mar 7, 2025, 11:08 AM",https://www.straitstimes.com/singapore/politics/moe-may-put-out-facts-should-misleading-accounts-of-bullying-be-uploaded-online,0
‘Involuntarily unemployed’ can get monthly payouts by going for activities that boost job chances,"Mar 7, 2025, 11:07 AM",https://www.straitstimes.com/singapore/politics/involuntarily-unemployed-can-get-monthly-payouts-by-going-for-activities-that-boost-job-chances,0
Early results of EP revamp suggest firms depending less on foreigners: Tan See Leng,"Mar 6, 2025, 8:25 PM",https://www.straitstimes.com/singapore/politics/early-results-of-ep-revamp-suggest-firms-depend-less-on-foreigners-tan-see-leng,0
Work permit holders can stay employed in S'pore for longer,"Mar 6, 2025, 7:10 PM",https://www.straitstimes.com/singapore/politics/work-permit-holders-can-stay-employed-in-spore-for-longer-as-mom-tweaks-foreign-worker-rules,0
"Informal carpooling unsafe, campaign to raise awareness to be rolled out: Amy Khor","Mar 6, 2025, 5:55 PM",https://www.straitstimes.com/singapore/politics/informal-carpooling-unsafe-campaign-to-raise-awareness-to-be-rolled-out-amy-khor,0
"Support for heartland businesses, local firms going abroad among new MTI initiatives to grow economy","Mar 6, 2025, 5:45 PM",https://www.straitstimes.com/singapore/politics/support-for-heartland-businesses-local-firms-going-abroad-among-new-mti-initiatives-to-grow-economy,0
"Job coaching for ITE students with special needs, more CCAs among key updates from MOE budget debate","Mar 6, 2025, 5:10 PM",https://www.straitstimes.com/singapore/politics/job-coaching-for-ite-students-with-special-needs-and-more-ccas-among-key-updates-from-moes-budget,0
SUSS’ new campus to be located at former Rochor Centre,"Mar 6, 2025, 4:10 PM",https://www.straitstimes.com/singapore/politics/suss-new-campus-to-be-located-at-former-rochor-centre,0
"Students applying to JC from 2028 to use L1R4 score, requiring five O-level subjects instead of six","Mar 6, 2025, 3:59 PM",https://www.straitstimes.com/singapore/politics/students-applying-to-jc-from-2028-to-use-l1r4-score-requiring-five-o-level-subjects-instead-of-six,0
Discounts at 23 Singapore attractions as part of SG60 celebrations,"Mar 6, 2025, 3:20 PM",https://www.straitstimes.com/singapore/politics/sg60-discounts-at-23-singapore-attractions-announced-in-effort-to-boost-tourism-in-2025,0
"S’pore growth to slow as trade tensions rise, but green, digital opportunities will emerge: DPM Gan","Mar 6, 2025, 2:00 PM",https://www.straitstimes.com/singapore/politics/spore-growth-to-slow-as-trade-tensions-rise-but-green-digital-opportunities-will-emerge-dpm-gan,0
S’pore could buy its first tranche of carbon credits in 2025; MTI to call for proposals,"Mar 6, 2025, 1:50 PM",https://www.straitstimes.com/singapore/politics/spore-could-buy-its-first-tranche-of-carbon-credits-in-2025-mti-to-call-for-proposals,0
‘The US remains a critical partner for S'pore and for Asean’: Vivian,"Mar 6, 2025, 1:15 PM",https://www.straitstimes.com/singapore/politics/the-us-remains-a-critical-partner-for-singapore-and-for-asean-vivian-balakrishnan,0
"Kranji fire: SCDF, NEA probing if facility flouted licensing and safety requirements","Mar 6, 2025, 12:33 PM",https://www.straitstimes.com/singapore/politics/kranji-fire-scdf-nea-investigating-if-facility-stored-unlicensed-toxic-waste-hazardous-substances,0
Ministers overseeing agencies involved in NRIC saga have to bear overall responsibility: SM Teo,"Mar 6, 2025, 11:10 AM",https://www.straitstimes.com/singapore/politics/officers-senior-management-involved-in-nric-saga-could-have-performance-grade-payments-reduced,0
S’pore to get new regulations to tackle online sale of non-compliant mobility devices,"Mar 5, 2025, 8:40 PM",https://www.straitstimes.com/singapore/politics/spore-to-get-new-regulations-to-tackle-online-sale-of-non-compliant-mobility-devices,0
"Plans for 8 more parks, another 13km of park connectors in Singapore","Mar 5, 2025, 7:00 PM",https://www.straitstimes.com/singapore/politics/plans-for-8-more-parks-another-13km-of-park-connectors-in-singapore,0
"Task force recommends capping run times, extending drivers’ meal breaks to improve bus safety","Mar 5, 2025, 5:00 PM",https://www.straitstimes.com/singapore/politics/task-force-recommends-capping-run-times-extending-drivers-meal-breaks-to-improve-bus-safety,0
"Taxi operators to be allowed to sell cabs over 3 years old, convert used cars to taxis","Mar 5, 2025, 4:35 PM",https://www.straitstimes.com/singapore/politics/taxi-operators-to-be-allowed-to-sell-cabs-over-3-years-old-convert-used-cars-to-taxis,0
No separate COE category for private-hire cars: Amy Khor,"Mar 5, 2025, 4:26 PM",https://www.straitstimes.com/singapore/politics/no-separate-coe-category-for-private-hire-cars-amy-khor,0
Two new MRT lines under study; Jurong Region Line extension in West Coast to proceed,"Mar 5, 2025, 3:38 PM",https://www.straitstimes.com/singapore/politics/two-new-mrt-lines-under-study-jurong-region-line-extension-in-west-coast-to-proceed,0
"Traffic Police reviewing breath, blood alcohol limits to tackle drink driving","Mar 5, 2025, 3:06 PM",https://www.straitstimes.com/singapore/politics/traffic-police-reviewing-breath-blood-alcohol-limits-to-tackle-drink-driving,0
Silver Housing Bonus to be extended to more private home owners who right-size to HDB flats,"Mar 5, 2025, 1:40 PM",https://www.straitstimes.com/singapore/politics/silver-housing-bonus-to-be-extended-to-more-private-home-owners-who-right-size-to-hdb-flats,0
"HDB resale prices will stabilise as more flats enter market, cooling measures take effect: MND","Mar 5, 2025, 12:45 PM",https://www.straitstimes.com/singapore/politics/hdb-resale-prices-will-stabilise-as-more-flats-enter-market-and-cooling-measures-take-effect-mnd,0
First Mount Pleasant BTO project to be launched in October,"Mar 5, 2025, 11:58 AM",https://www.straitstimes.com/singapore/politics/first-mount-pleasant-bto-project-to-be-launched-in-october,0
No offence committed by cabbies who gathered at Changi Airport over minibus concerns: Shanmugam,"Mar 4, 2025, 9:25 PM",https://www.straitstimes.com/singapore/politics/no-offence-committed-by-cabbies-who-gathered-at-changi-airport-over-mini-bus-concerns-shanmugam,0
50 monkeys trapped in Punggol by NParks in 2024; majority sterilised,"Mar 4, 2025, 9:22 PM",https://www.straitstimes.com/singapore/politics/50-monkeys-trapped-in-punggol-by-nparks-in-2024-majority-sterilised,0
S’pore coffee shops can tap $10m in grants to boost toilet cleanliness,"Mar 4, 2025, 5:45 PM",https://www.straitstimes.com/singapore/politics/spore-coffee-shops-to-get-10m-in-grants-to-renovate-and-deep-clean-toilets,0
"More protection orders filed; most cases involved cyber bullying, doxing: MinLaw","Mar 4, 2025, 5:02 PM",https://www.straitstimes.com/singapore/politics/more-protection-orders-filed-since-2021-most-cases-involved-cyberbullying-doxing-minlaw,0
New hawker centres to open in Bukit Batok West and Punggol Coast in first half of 2025,"Mar 4, 2025, 4:43 PM",https://www.straitstimes.com/singapore/politics/new-hawker-centres-to-open-at-bukit-batok-west-and-punggol-coast-in-the-first-half-of-2025,0
"New guidelines to reduce e-commerce waste: Use old cardboard for fillers, no scotch tape on packages","Mar 4, 2025, 4:28 PM",https://www.straitstimes.com/singapore/politics/new-guidelines-to-reduce-e-commerce-waste-use-old-cardboard-for-fillers-no-scotch-tape-on-packages,0
"Studies to determine coastal protection solutions for Sentosa, south-western coast to start by 2026","Mar 4, 2025, 4:08 PM",https://www.straitstimes.com/singapore/politics/studies-to-determine-coastal-protection-solutions-for-sentosa-south-western-coast-to-start-by-2026,0
"Guidelines for lawyers using AI in works amid concerns over user info, search history being stored","Mar 4, 2025, 2:51 PM",https://www.straitstimes.com/singapore/politics/new-guidelines-for-lawyers-using-ai-concerns-over-models-storing-user-info-search-history-minlaw,0
S’pore considering caning as punishment for some scam offences,"Mar 4, 2025, 12:38 PM",https://www.straitstimes.com/singapore/politics/caning-for-some-scam-offences-to-be-considered-mha,0
Hair testing to detect drug abuse to be the norm by 2026 as MHA moves to curb long-term relapse,"Mar 4, 2025, 12:22 PM",https://www.straitstimes.com/singapore/politics/hair-testing-on-drug-abusers-to-be-the-norm-by-2026-faishal,0
"MHA allows hiring of auxiliary cops from China, India to tackle manpower challenges","Mar 4, 2025, 12:10 PM",https://www.straitstimes.com/singapore/politics/mha-allows-hiring-auxiliary-cops-from-china-india-prison-trying-sensors-to-monitor-inmates-health,0
Total Defence Day ready-to-eat meals linked to 187 cases of food poisoning,"Mar 4, 2025, 11:15 AM",https://www.straitstimes.com/singapore/politics/187-cases-of-gastroenteritis-reported-after-consuming-ready-to-eat-meals-investigation-ongoing,0
"S’pore should be realistic, yet confident as new world order takes shape, says Vivian Balakrishnan","Mar 3, 2025, 11:24 PM",https://www.straitstimes.com/singapore/politics/spore-must-be-realistic-yet-confident-as-new-world-order-takes-shape-says-vivian-balakrishnan,0
Singapore believes in keeping lines of communication open on Israel-Palestine conflict: Maliki,"Mar 3, 2025, 8:10 PM",https://www.straitstimes.com/singapore/politics/singapore-believes-in-keeping-lines-of-communication-open-on-israel-palestine-conflict-maliki,0
"Higher allowance for NSFs, SAF training in Indonesia, and new Safra in Bayshore","Mar 3, 2025, 7:20 PM",https://www.straitstimes.com/singapore/politics/higher-allowance-for-nsfs-saf-training-in-indonesia-and-new-safra-in-bayshore,0
Hopes for peace should be tempered even as Singapore is prepared for more dangerous world: Sim Ann,"Mar 3, 2025, 7:02 PM",https://www.straitstimes.com/singapore/politics/temper-hopes-for-peace-but-singapore-is-prepared-for-more-dangerous-world-sim-ann,0
Human error caused announcement on private-hire cars to be prematurely released: Amy Khor,"Mar 3, 2025, 5:40 PM",https://www.straitstimes.com/singapore/politics/human-error-caused-announcement-on-private-hire-cars-to-be-prematurely-released-amy-khor,0
Measures used to quickly pass law blocking Income-Allianz deal ‘used sparingly’: Indranee,"Mar 3, 2025, 4:30 PM",https://www.straitstimes.com/singapore/politics/measures-used-to-quickly-pass-law-blocking-income-allianz-deal-used-sparingly-indranee,0
"SAF to deepen investments in drones, weapons against new threats","Mar 3, 2025, 2:01 PM",https://www.straitstimes.com/singapore/politics/saf-to-deepen-investments-in-drones-countermeasures,0
"S’pore to buy new submarines, infantry fighting vehicles and maritime patrol aircraft","Mar 3, 2025, 1:58 PM",https://www.straitstimes.com/singapore/politics/budget-2025-new-submarines-infantry-fighting-vehicles-and-maritime-patrol-aircraft-for-the-saf,0
"Police alerted HSA to over 4,000 cases of vaping from 2023 to 2024; one family reported own child","Mar 3, 2025, 1:35 PM",https://www.straitstimes.com/singapore/politics/police-alerted-to-over-4000-cases-of-vaping-from-2023-to-2024-1-parent-reported-child,0
"PAP new faces spotted in West Coast, Nee Soon","Mar 1, 2025, 12:00 PM",https://www.straitstimes.com/singapore/politics/pap-new-faces-spotted-in-west-coast-nee-soon-grcs,0
PM Wong gives assurance that HDB flats will remain affordable in the longer term,"Feb 28, 2025, 10:23 PM",https://www.straitstimes.com/singapore/politics/pm-wong-gives-assurance-that-hdb-flats-will-remain-affordable-in-the-longer-term,0
4 things to take away from the last day of the Budget debate,"Feb 28, 2025, 10:15 PM",https://www.straitstimes.com/singapore/politics/4-things-to-take-away-from-the-last-day-of-the-budget-debate,0
"16 first-gen NEL trains refurbished, remaining 9 to follow by 2026: Chee Hong Tat","Feb 28, 2025, 9:50 PM",https://www.straitstimes.com/singapore/politics/16-first-gen-nel-trains-refurbished-remaining-9-to-follow-by-2026-chee-hong-tat,0
Extended GST grace period for SMEs among initiatives to help firms in Singapore: MOF,"Feb 28, 2025, 8:15 PM",https://www.straitstimes.com/singapore/politics/extended-gst-grace-period-for-smes-among-initiatives-to-benefit-firms-operating-in-spore-mof,0
"Reducing carbon emissions not only healthy for planet, but can also fuel economic growth: SM Teo","Feb 28, 2025, 5:00 PM",https://www.straitstimes.com/singapore/politics/reducing-carbon-emissions-not-only-healthy-for-planet-but-can-fuel-economic-growth-sm-teo,0
"2024 Dragon Year failed to boost S’pore’s total fertility rate, which remains at a low of 0.97","Feb 28, 2025, 4:28 PM",https://www.straitstimes.com/singapore/politics/2024-dragon-year-failed-to-boost-spores-total-fertility-rate-which-remains-at-a-low-of-0-97,0
"SG60 Baby Gift: Toys, backpack and parenting journal among gifts for S’pore babies born in 2025","Feb 28, 2025, 4:27 PM",https://www.straitstimes.com/singapore/politics/sg60-baby-gift-toys-backpack-and-parenting-journal-among-gifts-for-spore-babies-born-in-2025,0
"This Govt will always uphold fiscal responsibility, says PM Wong","Feb 28, 2025, 3:16 PM",https://www.straitstimes.com/singapore/politics/pap-govt-will-always-uphold-fiscal-responsibility-pm-wong,0
"GST hike did not ‘turbocharge’ inflation, says PM Wong as he acknowledges cost-of-living concerns","Feb 28, 2025, 2:59 PM",https://www.straitstimes.com/singapore/politics/gst-hike-did-not-turbocharge-inflation-says-pm-wong-as-he-acknowledged-cost-of-living-concerns,0
SkillsFuture to be bolstered further in coming years: PM Wong,"Feb 28, 2025, 2:35 PM",https://www.straitstimes.com/singapore/politics/skillsfuture-to-be-bolstered-further-in-coming-years-pm-wong,0
Govt will continue to create good jobs for S’poreans: PM Wong,"Feb 28, 2025, 2:05 PM",https://www.straitstimes.com/singapore/politics/govt-will-continue-to-create-good-jobs-for-sporeans-pm-wong,0
Highlights: Budget 2025 debate in Parliament,"Feb 28, 2025, 11:40 AM",https://www.straitstimes.com/singapore/politics/watch-live-pm-wongs-budget-round-up-speech,0
S’pore to press on with large-scale applied AI push: DPM Heng,"Feb 27, 2025, 11:15 PM",https://www.straitstimes.com/singapore/politics/spore-to-press-on-with-large-scale-applied-ai-push-cross-sector-research-projects-heng-swee-keat,0
4 key issues from second day of Budget debate,"Feb 27, 2025, 11:00 PM",https://www.straitstimes.com/singapore/politics/4-key-issues-from-second-day-of-budget-debate,0
Battle lines drawn over cost pressures as MPs debate Budget 2025,"Feb 27, 2025, 10:50 PM",https://www.straitstimes.com/singapore/politics/battle-lines-drawn-over-cost-pressures-as-mps-debate-budget-2025,0
"Workforce measures a good move, but some workers may need more help: MPs","Feb 27, 2025, 8:30 PM",https://www.straitstimes.com/singapore/politics/new-workforce-measures-welcomed-but-small-pockets-of-workers-may-still-need-more-help-mps,0
"World Aquatics, Masters C'ships expected to bring in 40,000 visitors, $60m in tourism receipts","Feb 27, 2025, 7:31 PM",https://www.straitstimes.com/singapore/politics/world-aquatics-masters-championships-expected-to-bring-in-40000-visitors-60m-in-tourism-receipts,0
Feb 5 diesel oil incident at Singapore coast guard base initially identified as water leak,"Feb 27, 2025, 2:30 PM",https://www.straitstimes.com/singapore/politics/leak-that-led-to-tonnes-of-diesel-oil-spilling-in-singapores-waters-was-initially-identified-as,0
6 key issues from first day of Budget debate,"Feb 26, 2025, 9:00 PM",https://www.straitstimes.com/singapore/politics/6-key-issues-from-first-day-of-budget-debate,0
"Properties, vehicles from $3 billion money laundering case liquidated","Feb 26, 2025, 8:25 PM",https://www.straitstimes.com/singapore/politics/properties-vehicles-from-3-billion-money-laundering-case-liquidated-shanmugam,0
"Barriers, bollards, police patrols among measures to prevent vehicular ramming attacks: Shanmugam","Feb 26, 2025, 7:00 PM",https://www.straitstimes.com/singapore/politics/barriers-bollards-police-patrols-among-measures-to-prevent-vehicular-ramming-attacks-shanmugam,0
"Banning lorries from transporting workers not practical, could force smaller firms to shut: Amy Khor","Feb 26, 2025, 6:39 PM",https://www.straitstimes.com/singapore/politics/banning-use-of-lorries-to-transport-workers-not-practical-could-force-smaller-firms-to-shut-amy-khor,0
"2,000 cases of students possessing or using vapes in 2024, up from 900 in 2023","Feb 26, 2025, 6:12 PM",https://www.straitstimes.com/singapore/politics/2000-cases-of-students-possessing-or-using-vapes-in-2024-up-from-900-in-2023,0
"MRT delays: COI not needed as probe ongoing, no systemic issue with rail operators, says Chee","Feb 26, 2025, 3:37 PM",https://www.straitstimes.com/singapore/politics/mrt-delays-coi-not-needed-as-lta-probe-ongoing-no-systemic-issue-with-rail-operators-says-chee,0
"Religious organisations, schools and hospitals are prepared for terror attacks: Sun Xueling","Feb 26, 2025, 1:21 PM",https://www.straitstimes.com/singapore/politics/religious-organisations-schools-and-hospitals-are-prepared-for-terror-attacks-sun-xueling,0
"GE2025: Expect more multi-way fights in GRCs, say experts","Feb 26, 2025, 5:00 AM",https://www.straitstimes.com/singapore/politics/multi-way-fights-in-grcs-were-rare-will-more-of-them-feature-in-ge2025,0
At least 1 new member expected to join Sembawang GRC slate for GE2025: Ong Ye Kung,"Feb 23, 2025, 10:55 PM",https://www.straitstimes.com/singapore/politics/at-least-1-new-member-expected-to-join-sembawang-grc-slate-for-ge2025-ong-ye-kung,0
PSP chairman Tan Cheng Bock says he intends to contest GE2025 in West Coast,"Feb 23, 2025, 11:32 AM",https://www.straitstimes.com/singapore/politics/psp-chairman-tan-cheng-bock-says-he-intends-to-contest-ge2025-in-west-coast,0
"GE2025: PAP looks set to face 4-way fight for Tampines GRC against WP, NSP, PPP","Feb 23, 2025, 10:56 AM",https://www.straitstimes.com/singapore/politics/ge2025-pap-looks-set-to-face-4-way-fight-for-tampines-grc-against-wp-nsp-ppp,0
People’s Power Party withdraws from four-party opposition alliance led by Lim Tean,"Feb 22, 2025, 11:57 PM",https://www.straitstimes.com/singapore/politics/peoples-power-party-withdraws-from-four-party-opposition-alliance-led-by-lim-tean,0
Tampines Town Council launches 5-year masterplan to enhance regional centre,"Feb 22, 2025, 1:19 PM",https://www.straitstimes.com/singapore/politics/tampines-town-council-launches-5-year-master-plan-to-enhance-regional-centre,0
Polling district changes for 12 constituencies in latest update ahead of GE2025,"Feb 20, 2025, 5:00 AM",https://www.straitstimes.com/singapore/politics/polling-district-changes-for-12-constituencies-in-latest-changes-ahead-of-ge2025,0
"Police assessing potential GE2025 rally sites, aiming for two per GRC, one per SMC","Feb 18, 2025, 3:53 PM",https://www.straitstimes.com/singapore/politics/police-assessing-potential-rally-sites-aiming-for-two-at-each-grc-and-one-at-each-smc,0
Nvidia’s physical shipments to Singapore make up less than 1% of revenue: Tan See Leng,"Feb 18, 2025, 3:32 PM",https://www.straitstimes.com/singapore/politics/nvidias-physical-shipments-to-singapore-make-up-less-than-1-of-revenue-tan-see-leng,0
WP chief Pritam Singh will keep Parliament seat after fine: Speaker,"Feb 18, 2025, 3:29 PM",https://www.straitstimes.com/singapore/politics/wp-chief-pritam-singh-will-keep-parliament-seat-after-fine-speaker,0
ELD confirms sentence imposed on Pritam Singh does not reach threshold to disqualify him as an MP,"Feb 17, 2025, 4:51 PM",https://www.straitstimes.com/singapore/politics/eld-confirms-sentence-imposed-on-pritam-singh-does-not-reach-threshold-to-disqualify-him-as-an-mp,0
WP chief Pritam Singh’s verdict expected on Feb 17,"Feb 16, 2025, 5:00 AM",https://www.straitstimes.com/singapore/politics/wp-chief-pritam-singhs-verdict-expected-on-feb-17,0
Former NMPs raise concerns over how members’ resignations ahead of GE2025 could impact scheme,"Feb 15, 2025, 11:43 PM",https://www.straitstimes.com/singapore/politics/former-nmps-raise-concerns-over-how-members-resignations-ahead-of-ge2025-could-impact-scheme,0
